lag_1,lag_2,lag_3,lag_4,rolling_mean_3,rolling_std_3,trend_index,scenario_drift,target_carbon_tco2
221.718,210.109,187.834,188.583,210.929,10.4023,17,0,200.961
200.961,221.718,210.109,187.834,210.128,10.588,18,0,207.705
207.705,200.961,221.718,210.109,200.571,7.33669,19,0,193.047
193.047,207.705,200.961,221.718,197.893,8.49818,20,0,192.925
192.925,193.047,207.705,200.961,199.488,11.2615,21,0,212.492
212.492,192.925,193.047,207.705,203.085,9.80484,22,0,203.837
203.837,212.492,192.925,193.047,213.385,10.0241,23,0,223.825
267.593,261.116,245.684,239.975,265.931,4.23535,4,0,269.083
269.083,267.593,261.116,245.684,270.822,4.36689,5,0,275.791
275.791,269.083,267.593,261.116,270.124,5.22473,6,0,265.498
265.498,275.791,269.083,267.593,267.724,7.21637,7,0,261.882
261.882,265.498,275.791,269.083,260.161,6.37388,8,0,253.104
253.104,261.882,265.498,275.791,258.156,4.53686,9,0,259.481
259.481,253.104,261.882,265.498,257.796,4.1166,10,0,260.802
260.802,259.481,253.104,261.882,272.249,20.9811,11,0,296.464
296.464,260.802,259.481,253.104,280.37,18.0829,12,0,283.844
283.844,296.464,260.802,259.481,301.515,20.6644,13,0,324.236
324.236,283.844,296.464,260.802,315.882,28.7847,14,0,339.565
339.565,324.236,283.844,296.464,331.461,7.70212,15,0,330.582
330.582,339.565,324.236,283.844,342.527,13.6692,16,0,357.435
357.435,330.582,339.565,324.236,344.029,13.4264,17,0,344.07
344.07,357.435,330.582,339.565,346.199,10.3367,18,0,337.093
337.093,344.07,357.435,330.582,334.643,10.8616,19,0,322.766
322.766,337.093,344.07,357.435,325.723,10.218,20,0,317.309
317.309,322.766,337.093,344.07,319.883,2.74126,21,0,319.573
319.573,317.309,322.766,337.093,323.344,8.56736,22,0,333.15
333.15,319.573,317.309,322.766,336.144,18.2528,23,0,355.709
292.074,294.578,297.727,290.736,293.136,1.29447,4,0,292.756
292.756,292.074,294.578,297.727,289.807,4.52949,5,0,284.592
284.592,292.756,292.074,294.578,291.203,5.98832,6,0,296.263
296.263,284.592,292.756,292.074,290.415,5.8355,7,0,290.391
290.391,296.263,284.592,292.756,290.722,5.38251,8,0,285.513
285.513,290.391,296.263,284.592,280.496,13.1428,9,0,265.584
265.584,285.513,290.391,296.263,277.702,10.6403,10,0,282.011
282.011,265.584,285.513,290.391,284.511,20.293,11,0,305.938
305.938,282.011,265.584,285.513,295.289,12.1785,12,0,297.919
297.919,305.938,282.011,265.584,305.414,7.24736,13,0,312.385
312.385,297.919,305.938,282.011,304.553,7.30701,14,0,303.357
303.357,312.385,297.919,305.938,314.831,12.8734,15,0,328.752
328.752,303.357,312.385,297.919,316.132,12.6986,16,0,316.286
316.286,328.752,303.357,312.385,320.924,6.81828,17,0,317.733
317.733,316.286,328.752,303.357,321.576,7.94321,18,0,330.71
330.71,317.733,316.286,328.752,323.123,6.76178,19,0,320.927
320.927,330.71,317.733,316.286,318.652,13.3428,20,0,304.317
304.317,320.927,330.71,317.733,309.155,10.2491,21,0,302.22
302.22,304.317,320.927,330.71,304.553,2.45948,22,0,307.122
307.122,302.22,304.317,320.927,309.376,8.51075,23,0,318.787
348.508,356.128,334.646,342.012,352.345,3.81,4,0,352.4
352.4,348.508,356.128,334.646,344.911,9.79632,5,0,333.824
333.824,352.4,348.508,356.128,337.187,13.8411,6,0,325.337
325.337,333.824,352.4,348.508,329.184,4.29885,7,0,328.391
328.391,325.337,333.824,352.4,327.092,1.57693,8,0,327.547
327.547,328.391,325.337,333.824,324.981,5.19154,9,0,319.007
319.007,327.547,328.391,325.337,319.584,7.69069,10,0,312.198
312.198,319.007,327.547,328.391,316.912,4.09124,11,0,319.532
319.532,312.198,319.007,327.547,320.344,8.58098,12,0,329.302
329.302,319.532,312.198,319.007,328.573,8.69826,13,0,336.883
336.883,329.302,319.532,312.198,342.004,15.8928,14,0,359.825
359.825,336.883,329.302,319.532,356.154,17.7232,15,0,371.754
371.754,359.825,336.883,329.302,364.424,6.41644,16,0,361.693
361.693,371.754,359.825,336.883,357.363,16.9755,17,0,338.642
338.642,361.693,371.754,359.825,349.36,11.6099,18,0,347.745
347.745,338.642,361.693,371.754,342.301,4.80718,19,0,340.515
340.515,347.745,338.642,361.693,364.511,35.4861,20,0,405.274
405.274,340.515,347.745,338.642,373.895,32.4259,21,0,375.895
375.895,405.274,340.515,347.745,389.8,14.7522,22,0,388.231
388.231,375.895,405.274,340.515,392.352,18.8577,23,0,412.929
393.032,372.769,379.679,352.513,386.385,11.7921,4,0,393.352
393.352,393.032,372.769,379.679,390.149,5.2737,5,0,384.062
384.062,393.352,393.032,372.769,386.909,5.59219,6,0,383.314
383.314,384.062,393.352,393.032,380.131,6.1718,7,0,373.018
373.018,383.314,384.062,393.352,374.275,8.47983,8,0,366.495
366.495,373.018,383.314,384.062,371.089,3.99643,9,0,373.756
373.756,366.495,373.018,383.314,371.552,4.39181,10,0,374.405
374.405,373.756,366.495,373.018,397.136,39.9346,11,0,443.247
443.247,374.405,373.756,366.495,420.927,40.3006,12,0,445.13
445.13,443.247,374.405,373.756,454.023,17.0601,13,0,473.692
473.692,445.13,443.247,374.405,462.822,15.4548,14,0,469.643
469.643,473.692,445.13,443.247,474.851,5.87292,15,0,481.217
481.217,469.643,473.692,445.13,477.709,7.00478,16,0,482.267
482.267,481.217,469.643,473.692,486.14,7.63533,17,0,494.935
494.935,482.267,481.217,469.643,486.227,7.55171,18,0,481.479
481.479,494.935,482.267,481.217,482.687,11.6916,19,0,471.646
471.646,481.479,494.935,482.267,475.842,5.07279,20,0,474.4
474.4,471.646,481.479,494.935,467.038,10.4565,21,0,455.069
455.069,474.4,471.646,481.479,469.234,12.416,22,0,478.234
478.234,455.069,474.4,471.646,479.653,25.3238,23,0,505.657
166.099,176.86,156.133,157.72,165.251,12.0544,4,0,152.796
152.796,166.099,176.86,156.133,158.14,7.02648,5,0,155.524
155.524,152.796,166.099,176.86,149.362,8.42208,6,0,139.765
139.765,155.524,152.796,166.099,150.425,9.23403,7,0,155.984
155.984,139.765,155.524,152.796,149.832,8.78937,8,0,153.746
153.746,155.984,139.765,155.524,153.747,2.23715,9,0,151.51
151.51,153.746,155.984,139.765,157.016,7.68254,10,0,165.793
165.793,151.51,153.746,155.984,162.855,10.1986,11,0,171.262
171.262,165.793,151.51,153.746,167.726,3.06623,12,0,166.125
166.125,171.262,165.793,151.51,164.537,7.64339,13,0,156.224
156.224,166.125,171.262,165.793,168.367,13.4053,14,0,182.752
182.752,156.224,166.125,171.262,174.497,15.8486,15,0,184.513
184.513,182.752,156.224,166.125,183.154,1.20912,16,0,182.197
182.197,184.513,182.752,156.224,183.894,1.48673,17,0,184.971
184.971,182.197,184.513,182.752,177.021,11.4521,18,0,163.894
163.894,184.971,182.197,184.513,178.081,12.2874,19,0,185.377
185.377,163.894,184.971,182.197,169.433,14.0206,20,0,159.028
159.028,185.377,163.894,184.971,172.252,13.1748,21,0,172.349
172.349,159.028,185.377,163.894,162.164,9.03572,22,0,155.113
155.113,172.349,159.028,185.377,164.381,8.69134,23,0,165.682
361.796,371.888,379.407,360.625,367.356,5.12388,4,0,368.385
368.385,361.796,371.888,379.407,368.382,6.5842,5,0,374.965
374.965,368.385,361.796,371.888,370.356,4.00545,6,0,367.717
367.717,374.965,368.385,361.796,378.165,12.3622,7,0,391.812
391.812,367.717,374.965,368.385,384.609,14.6816,8,0,394.298
394.298,391.812,367.717,374.965,393.44,1.40994,9,0,394.208
394.208,394.298,391.812,367.717,395.569,2.27851,10,0,398.199
398.199,394.208,394.298,391.812,395.936,2.04858,11,0,395.401
395.401,398.199,394.208,394.298,400.671,6.84898,12,0,408.413
408.413,395.401,398.199,394.208,406.152,9.81782,13,0,414.642
414.642,408.413,395.401,398.199,418.328,12.1835,14,0,431.928
431.928,414.642,408.413,395.401,427.02,10.796,15,0,434.49
434.49,431.928,414.642,408.413,430.679,4.56543,16,0,425.619
425.619,434.49,431.928,414.642,426.501,7.58669,17,0,419.394
419.394,425.619,434.49,431.928,420.887,4.19033,18,0,417.648
417.648,419.394,425.619,434.49,413.678,8.43243,19,0,403.994
403.994,417.648,419.394,425.619,406.246,10.4592,20,0,397.096
397.096,403.994,417.648,419.394,399.536,3.86649,21,0,397.518
397.518,397.096,403.994,417.648,398.945,2.84547,22,0,402.222
402.222,397.518,397.096,403.994,401.006,3.06659,23,0,403.278
211.87,207.567,211.559,204.113,212.973,6.03241,4,0,219.48
219.48,211.87,207.567,211.559,217.113,4.54807,5,0,219.99
219.99,219.48,211.87,207.567,207.761,20.7414,6,0,183.813
183.813,219.99,219.48,211.87,199.287,18.6469,7,0,194.058
194.058,183.813,219.99,219.48,190.398,5.71529,8,0,193.324
193.324,194.058,183.813,219.99,189.081,7.99459,9,0,179.859
179.859,193.324,194.058,183.813,187.147,6.80111,10,0,188.258
188.258,179.859,193.324,194.058,184.627,4.31341,11,0,185.765
185.765,188.258,179.859,193.324,191.58,8.01043,12,0,200.717
200.717,185.765,188.258,179.859,195.156,8.17885,13,0,198.987
198.987,200.717,185.765,188.258,200.145,1.00356,14,0,200.733
200.733,198.987,200.717,185.765,209.841,17.3095,15,0,229.803
229.803,200.733,198.987,200.717,214.064,14.6837,16,0,211.656
211.656,229.803,200.733,198.987,216.622,11.5299,17,0,208.407
208.407,211.656,229.803,200.733,203.596,11.2639,18,0,190.726
190.726,208.407,211.656,229.803,193.146,14.2068,19,0,180.304
180.304,190.726,208.407,211.656,184.579,5.4571,20,0,182.708
182.708,180.304,190.726,208.407,179.517,3.6494,21,0,175.538
175.538,182.708,180.304,190.726,181.806,5.86889,22,0,187.171
187.171,175.538,182.708,180.304,186.003,9.93331,23,0,195.301
381.295,400.193,391.998,372.732,389.666,9.63151,4,0,387.512
387.512,381.295,400.193,391.998,387.492,6.18749,5,0,393.67
393.67,387.512,381.295,400.193,386.073,8.40854,6,0,377.038
377.038,393.67,387.512,381.295,378.471,14.5356,7,0,364.704
364.704,377.038,393.67,387.512,365.313,11.4336,8,0,354.195
354.195,364.704,377.038,393.67,356.369,7.48886,9,0,350.208
350.208,354.195,364.704,377.038,354.193,3.98428,10,0,358.176
358.176,350.208,354.195,364.704,356.458,5.59326,11,0,360.991
360.991,358.176,350.208,354.195,363.868,7.55188,12,0,372.435
372.435,360.991,358.176,350.208,372.199,11.0909,13,0,383.169
383.169,372.435,360.991,358.176,379.953,6.53383,14,0,384.256
384.256,383.169,372.435,360.991,387.985,7.41993,15,0,396.53
396.53,384.256,383.169,372.435,397.905,14.3856,16,0,412.928
412.928,396.53,384.256,383.169,392.55,22.6317,17,0,368.193
368.193,412.928,396.53,384.256,385.43,24.0682,18,0,375.17
375.17,368.193,412.928,396.53,366.676,9.34519,19,0,356.665
356.665,375.17,368.193,412.928,363.998,9.83136,20,0,360.16
360.16,356.665,375.17,368.193,356.693,3.45266,21,0,353.255
353.255,360.16,356.665,375.17,358.328,4.44979,22,0,361.569
361.569,353.255,360.16,356.665,362.281,9.40207,23,0,372.018
365.117,355.937,366.035,350.849,365.831,10.2689,4,0,376.438
376.438,365.117,355.937,366.035,372.66,6.53219,5,0,376.425
376.425,376.438,365.117,355.937,377.233,1.38828,6,0,378.836
378.836,376.425,376.438,365.117,380.173,4.56587,7,0,385.258
385.258,378.836,376.425,376.438,375.948,11.0408,8,0,363.75
363.75,385.258,378.836,376.425,379.393,13.6871,9,0,389.17
389.17,363.75,385.258,378.836,380.144,14.2217,10,0,387.512
387.512,389.17,363.75,385.258,390.261,3.42644,11,0,394.1
394.1,387.512,389.17,363.75,391.712,3.64852,12,0,393.525
393.525,394.1,387.512,389.17,402.169,14.4767,13,0,418.882
418.882,393.525,394.1,387.512,405.411,12.7524,14,0,403.828
403.828,418.882,393.525,394.1,419.035,15.2841,15,0,434.395
434.395,403.828,418.882,393.525,419.667,15.3137,16,0,420.778
420.778,434.395,403.828,418.882,429.869,7.87267,17,0,434.433
434.433,420.778,434.395,403.828,429.425,7.51925,18,0,433.062
433.062,434.433,420.778,434.395,436.959,5.60471,19,0,443.383
443.383,433.062,434.433,420.778,436.777,5.73504,20,0,433.887
433.887,443.383,433.062,434.433,436.847,5.6685,21,0,433.271
433.271,433.887,443.383,433.062,435.999,4.20224,22,0,440.838
440.838,433.271,433.887,443.383,445.822,15.6504,23,0,463.358
303.644,305.27,279.782,290.398,310.545,10.5757,4,0,322.72
322.72,303.644,305.27,279.782,306.721,14.7046,5,0,293.798
293.798,322.72,303.644,305.27,305.365,15.3052,6,0,299.577
299.577,293.798,322.72,303.644,301.986,9.62207,7,0,312.584
312.584,299.577,293.798,322.72,306.288,6.51344,8,0,306.703
306.703,312.584,299.577,293.798,303.967,10.2634,9,0,292.612
292.612,306.703,312.584,299.577,300.883,7.35822,10,0,303.334
303.334,292.612,306.703,312.584,300.966,7.45756,11,0,306.953
306.953,303.334,292.612,306.703,308.683,6.39254,12,0,315.762
315.762,306.953,303.334,292.612,312.401,4.76106,13,0,314.487
314.487,315.762,306.953,303.334,318.336,5.59766,14,0,324.757
324.757,314.487,315.762,306.953,318.431,5.53427,15,0,316.047
316.047,324.757,314.487,315.762,323.909,7.47375,16,0,330.922
330.922,316.047,324.757,314.487,326.462,9.05019,17,0,332.416
332.416,330.922,316.047,324.757,329.378,4.03794,18,0,324.796
324.796,332.416,330.922,316.047,340.839,21.5284,19,0,365.306
365.306,324.796,332.416,330.922,358.403,30.7431,20,0,385.109
385.109,365.306,324.796,332.416,377.18,10.4747,21,0,381.126
381.126,385.109,365.306,324.796,380.666,4.69046,22,0,375.762
375.762,381.126,385.109,365.306,380.536,4.50823,23,0,384.72
237.737,229.576,229.87,219.155,230.209,7.23291,4,0,223.312
223.312,237.737,229.576,229.87,223.374,14.3321,5,0,209.073
209.073,223.312,237.737,229.576,211.814,10.4026,6,0,203.056
203.056,209.073,223.312,237.737,204.815,3.70591,7,0,202.316
202.316,203.056,209.073,223.312,198.671,6.96445,8,0,190.64
190.64,202.316,203.056,209.073,197.903,6.33807,9,0,200.753
200.753,190.64,202.316,203.056,195.061,5.17483,10,0,193.79
193.79,200.753,190.64,202.316,204.626,13.2052,11,0,219.334
219.334,193.79,200.753,190.64,201.328,15.6625,12,0,190.86
190.86,219.334,193.79,200.753,207.003,14.6148,13,0,210.815
210.815,190.86,219.334,193.79,201.553,10.0543,14,0,202.984
202.984,210.815,190.86,219.334,207.302,3.97703,15,0,208.105
208.105,202.984,210.815,190.86,207.037,3.63868,16,0,210.022
210.022,208.105,202.984,210.815,200.826,14.3007,17,0,184.35
184.35,210.022,208.105,202.984,197.226,12.8364,18,0,197.307
197.307,184.35,210.022,208.105,194.917,9.59781,19,0,203.094
203.094,197.307,184.35,210.022,192.902,12.9681,20,0,178.305
178.305,203.094,197.307,184.35,187.417,13.6367,21,0,180.85
180.85,178.305,203.094,197.307,182.057,4.47881,22,0,187.016
187.016,180.85,178.305,203.094,182.731,3.72024,23,0,180.326
183.827,179.708,179.899,164.246,186.007,7.62616,4,0,194.486
194.486,183.827,179.708,179.899,185.669,8.05509,5,0,178.695
178.695,194.486,183.827,179.708,189.893,9.7502,6,0,196.499
196.499,178.695,194.486,183.827,183.617,11.2589,7,0,175.658
175.658,196.499,178.695,194.486,184.487,10.7791,8,0,181.304
181.304,175.658,196.499,178.695,186.844,14.7579,9,0,203.57
203.57,181.304,175.658,196.499,195.252,12.154,10,0,200.882
200.882,203.57,181.304,175.658,200.863,2.71741,11,0,198.135
198.135,200.882,203.57,181.304,198.462,2.27396,12,0,196.37
196.37,198.135,200.882,203.57,200.235,5.24005,13,0,206.199
206.199,196.37,198.135,200.882,206.36,10.0715,14,0,216.51
216.51,206.199,196.37,198.135,214.203,7.13657,15,0,219.901
219.901,216.51,206.199,196.37,218.956,2.13553,16,0,220.455
220.455,219.901,216.51,206.199,220.353,0.410026,17,0,220.702
220.702,220.455,219.901,216.51,219.703,1.52137,18,0,217.952
217.952,220.702,220.455,219.901,215.168,7.33368,19,0,206.85
206.85,217.952,220.702,220.455,212.941,5.62926,20,0,214.02
214.02,206.85,217.952,220.702,215.973,10.2408,21,0,227.05
227.05,214.02,206.85,217.952,217.844,8.01033,22,0,212.463
212.463,227.05,214.02,206.85,222.299,8.52007,23,0,227.385
142.661,153.67,134.944,145.299,146.157,6.51139,4,0,142.14
142.14,142.661,153.67,134.944,143.221,1.44449,5,0,144.862
144.862,142.14,142.661,153.67,139.895,6.39293,6,0,132.682
132.682,144.862,142.14,142.661,138.522,6.10521,7,0,138.023
138.023,132.682,144.862,142.14,130.328,9.10326,8,0,120.279
120.279,138.023,132.682,144.862,125.908,10.5008,9,0,119.422
119.422,120.279,138.023,132.682,119.794,0.439673,10,0,119.681
119.681,119.422,120.279,138.023,120.79,2.14996,11,0,123.268
123.268,119.681,119.422,120.279,127.909,11.2887,12,0,140.779
140.779,123.268,119.681,119.422,135.085,10.2356,13,0,141.208
141.208,140.779,123.268,119.681,144.902,6.77299,14,0,152.718
152.718,141.208,140.779,123.268,150.555,8.47515,15,0,157.738
157.738,152.718,141.208,140.779,157.683,4.93688,16,0,162.592
162.592,157.738,152.718,141.208,162.442,4.63044,17,0,166.996
166.996,162.592,157.738,152.718,160.292,8.10279,18,0,151.287
151.287,166.996,162.592,157.738,155.675,9.88659,19,0,148.741
148.741,151.287,166.996,162.592,148.515,2.89245,20,0,145.516
145.516,148.741,151.287,166.996,144.751,4.42154,21,0,139.997
139.997,145.516,148.741,151.287,142.037,3.0276,22,0,140.598
140.598,139.997,145.516,148.741,143.772,6.0251,23,0,150.72
215.545,221.236,209.54,201.849,226.325,14.0349,4,0,242.195
242.195,215.545,221.236,209.54,231.873,14.3042,5,0,237.88
237.88,242.195,215.545,221.236,236.815,5.98297,6,0,230.372
230.372,237.88,242.195,215.545,228.182,10.9579,7,0,216.295
216.295,230.372,237.88,242.195,225.266,7.79425,8,0,229.132
229.132,216.295,230.372,237.88,222.18,6.48485,9,0,221.113
221.113,229.132,216.295,230.372,232.426,13.2695,10,0,247.032
247.032,221.113,229.132,216.295,239.154,15.665,11,0,249.316
249.316,247.032,221.113,229.132,249.589,2.70405,12,0,252.419
252.419,249.316,247.032,221.113,247.571,5.91643,13,0,240.979
240.979,252.419,249.316,247.032,251.17,9.62726,14,0,260.111
260.111,240.979,252.419,249.316,259.94,18.8757,15,0,278.729
278.729,260.111,240.979,252.419,274.803,13.1748,16,0,285.568
285.568,278.729,260.111,240.979,283.138,3.82478,17,0,285.116
285.116,285.568,278.729,260.111,277.755,13.1441,18,0,262.579
262.579,285.116,285.568,278.729,274.832,11.3966,19,0,276.8
276.8,262.579,285.116,285.568,274.09,10.4231,20,0,282.89
282.89,276.8,262.579,285.116,274.609,9.56642,21,0,264.137
264.137,282.89,276.8,262.579,276.539,10.741,22,0,282.589
282.589,264.137,282.89,276.8,279.693,14.3285,23,0,292.352
317.567,313.886,308.663,305.529,316.312,2.10163,4,0,317.484
317.484,317.567,313.886,308.663,312.938,7.94553,5,0,303.764
303.764,317.484,317.567,313.886,304.742,12.2818,6,0,292.979
292.979,303.764,317.484,317.567,294.598,8.47238,7,0,287.053
287.053,292.979,303.764,317.484,281.078,15.7627,8,0,263.201
263.201,287.053,292.979,303.764,276.233,12.0787,9,0,278.445
278.445,263.201,287.053,292.979,272.241,8.00801,10,0,275.078
275.078,278.445,263.201,287.053,277.728,2.37363,11,0,279.66
279.66,275.078,278.445,263.201,282.741,9.58265,12,0,293.485
293.485,279.66,275.078,278.445,283.26,8.98393,13,0,276.634
276.634,293.485,279.66,275.078,283.615,8.78939,14,0,280.726
280.726,276.634,293.485,279.66,285.507,12.0006,15,0,299.161
299.161,280.726,276.634,293.485,290.954,9.38229,16,0,292.974
292.974,299.161,280.726,276.634,292.927,6.25735,17,0,286.647
286.647,292.974,299.161,280.726,283.755,10.9541,18,0,271.646
271.646,286.647,292.974,299.161,276.336,8.94169,19,0,270.715
270.715,271.646,286.647,292.974,269.159,3.53221,20,0,265.116
265.116,270.715,271.646,286.647,264.472,6.58781,21,0,257.586
257.586,265.116,270.715,271.646,258.262,6.54284,22,0,252.082
252.082,257.586,265.116,270.715,250.412,8.13915,23,0,241.567
142.684,157.034,141.292,126.742,148.975,7.33621,4,0,147.208
147.208,142.684,157.034,141.292,146.397,3.38142,5,0,149.299
149.299,147.208,142.684,157.034,143.896,7.61997,6,0,135.18
135.18,149.299,147.208,142.684,133.887,16.0974,7,0,117.183
117.183,135.18,149.299,147.208,125.368,9.10874,8,0,123.74
123.74,117.183,135.18,149.299,121.767,3.98305,9,0,124.379
124.379,123.74,117.183,135.18,124.567,0.936036,10,0,125.583
125.583,124.379,123.74,117.183,128.918,6.84523,11,0,136.791
136.791,125.583,124.379,123.74,136.132,10.2352,12,0,146.022
146.022,136.791,125.583,124.379,151.929,18.8009,13,0,172.974
172.974,146.022,136.791,125.583,161.031,13.7355,14,0,164.098
164.098,172.974,146.022,136.791,169.602,4.80711,15,0,171.734
171.734,164.098,172.974,146.022,170.56,5.96244,16,0,175.848
175.848,171.734,164.098,172.974,174.892,2.80426,17,0,177.093
177.093,175.848,171.734,164.098,167.474,15.594,18,0,149.482
149.482,177.093,175.848,171.734,156.318,18.3388,19,0,142.379
142.379,149.482,177.093,175.848,140.907,9.39754,20,0,130.861
130.861,142.379,149.482,177.093,139.997,8.20856,21,0,146.751
146.751,130.861,142.379,149.482,140.095,8.25285,22,0,142.673
142.673,146.751,130.861,142.379,149.374,8.32841,23,0,158.698
130.843,122.003,124.249,117.327,131.743,10.2194,4,0,142.382
142.382,130.843,122.003,124.249,136.603,5.76969,5,0,136.583
136.583,142.382,130.843,122.003,133.074,11.4725,6,0,120.257
120.257,136.583,142.382,130.843,130.504,8.92601,7,0,134.674
134.674,120.257,136.583,142.382,125.029,8.35316,8,0,120.156
120.156,134.674,120.257,136.583,132.268,11.1059,9,0,141.973
141.973,120.156,134.674,120.257,135.216,13.0655,10,0,143.519
143.519,141.973,120.156,134.674,143.409,1.3849,11,0,144.736
144.736,143.519,141.973,120.156,146.809,4.68415,12,0,152.172
152.172,144.736,143.519,141.973,151.549,6.52396,13,0,157.739
157.739,152.172,144.736,143.519,160.614,10.1879,14,0,171.93
171.93,157.739,152.172,144.736,165.953,7.35509,15,0,168.19
168.19,171.93,157.739,152.172,171.667,3.35324,16,0,174.881
174.881,168.19,171.93,157.739,174.148,5.62851,17,0,179.375
179.375,174.881,168.19,171.93,173.386,6.85988,18,0,165.902
165.902,179.375,174.881,168.19,169.58,8.56987,19,0,163.463
163.463,165.902,179.375,174.881,162.535,3.91353,20,0,158.241
158.241,163.463,165.902,179.375,160.942,2.61554,21,0,161.121
161.121,158.241,163.463,165.902,159.675,1.43969,22,0,159.663
159.663,161.121,158.241,163.463,169.334,15.506,23,0,187.219
165.125,181.412,174.984,187.26,176.287,9.67726,4,0,182.325
182.325,165.125,181.412,174.984,172.254,8.96931,5,0,169.311
169.311,182.325,165.125,181.412,175.963,6.51165,6,0,176.252
176.252,169.311,182.325,165.125,168.188,8.68014,7,0,159.001
159.001,176.252,169.311,182.325,169.572,9.26019,8,0,173.462
173.462,159.001,176.252,169.311,169.594,9.28395,9,0,176.318
176.318,173.462,159.001,176.252,170.742,7.32584,10,0,162.445
162.445,176.318,173.462,159.001,166.78,8.27165,11,0,161.577
161.577,162.445,176.318,173.462,160.067,3.39488,12,0,156.179
156.179,161.577,162.445,176.318,163.936,9.16642,13,0,174.051
174.051,156.179,161.577,162.445,167.907,10.1606,14,0,173.491
173.491,174.051,156.179,161.577,171.289,4.30851,15,0,166.324
166.324,173.491,174.051,156.179,173.725,7.52002,16,0,181.359
181.359,166.324,173.491,174.051,173.149,7.61243,17,0,171.764
171.764,181.359,166.324,173.491,172.239,8.89233,18,0,163.593
163.593,171.764,181.359,166.324,166.652,4.4555,19,0,164.598
164.598,163.593,171.764,181.359,167.808,6.45027,20,0,175.234
175.234,164.598,163.593,171.764,170.107,5.32816,21,0,170.489
170.489,175.234,164.598,163.593,170.312,5.01234,22,0,165.214
165.214,170.489,175.234,164.598,169.624,4.04745,23,0,173.169
95.3495,87.6395,64.2809,57.7018,83.807,13.862,4,0,68.432
68.432,95.3495,87.6395,64.2809,86.7483,15.8722,5,0,96.4634
96.4634,68.432,95.3495,87.6395,73.1191,21.3894,6,0,54.462
54.462,96.4634,68.432,95.3495,72.2474,21.7266,7,0,65.8168
65.8168,54.462,96.4634,68.432,64.7995,9.86823,8,0,74.1197
74.1197,65.8168,54.462,96.4634,68.0499,5.31736,9,0,64.2132
64.2132,74.1197,65.8168,54.462,66.9095,6.30994,10,0,62.3957
62.3957,64.2132,74.1197,65.8168,68.3403,8.76952,11,0,78.4119
78.4119,62.3957,64.2132,74.1197,84.1636,25.1421,12,0,111.683
111.683,78.4119,62.3957,64.2132,98.1658,17.4904,13,0,104.402
104.402,111.683,78.4119,62.3957,119.309,19.8512,14,0,141.843
141.843,104.402,111.683,78.4119,128.663,21.0366,15,0,139.744
139.744,141.843,104.402,111.683,137.689,5.47848,16,0,131.48
131.48,139.744,141.843,104.402,134.25,4.75786,17,0,131.526
131.526,131.48,139.744,141.843,127.654,6.66716,18,0,119.955
119.955,131.526,131.48,139.744,126.135,5.82564,19,0,126.925
126.925,119.955,131.526,131.48,122.635,3.7532,20,0,121.026
121.026,126.925,119.955,131.526,116.733,12.8864,21,0,102.248
102.248,121.026,126.925,119.955,114.474,10.5967,22,0,120.146
120.146,102.248,121.026,126.925,117.3,13.8501,23,0,129.506
142.332,139.556,131.076,116.04,146.123,9.07683,4,0,156.481
156.481,142.332,139.556,131.076,148.33,7.31603,5,0,146.176
146.176,156.481,142.332,139.556,146.603,9.67171,6,0,137.151
137.151,146.176,156.481,142.332,144.493,6.66149,7,0,150.151
150.151,137.151,146.176,156.481,142.115,7.02331,8,0,139.044
139.044,150.151,137.151,146.176,146.612,6.55939,9,0,150.642
150.642,139.044,150.151,137.151,148.544,8.64463,10,0,155.947
155.947,150.642,139.044,150.151,157.438,7.65108,11,0,165.725
165.725,155.947,150.642,139.044,173.844,23.0555,12,0,199.861
199.861,165.725,155.947,150.642,187.016,18.5695,13,0,195.463
195.463,199.861,165.725,155.947,200.591,5.52975,14,0,206.45
206.45,195.463,199.861,165.725,199.583,5.98655,15,0,196.835
196.835,206.45,195.463,199.861,204.098,6.41816,16,0,209.008
209.008,196.835,206.45,195.463,207.361,9.80657,17,0,216.24
216.24,209.008,196.835,206.45,210.055,5.73416,18,0,204.916
204.916,216.24,209.008,196.835,213.376,7.45257,19,0,218.971
218.971,204.916,216.24,209.008,208.75,8.94338,20,0,202.363
202.363,218.971,204.916,216.24,211.407,8.40248,21,0,212.887
212.887,202.363,218.971,204.916,210.766,7.56923,22,0,217.049
217.049,212.887,202.363,218.971,220.821,10.3493,23,0,232.527
112.545,113.546,110.078,103.454,115.054,3.51429,4,0,119.071
119.071,112.545,113.546,110.078,111.595,7.99282,5,0,103.17
103.17,119.071,112.545,113.546,104.897,13.3945,6,0,92.4492
92.4492,103.17,119.071,112.545,119.25,37.5207,7,0,162.131
162.131,92.4492,103.17,119.071,140.601,41.7787,8,0,167.224
167.224,162.131,92.4492,103.17,156.331,14.6791,9,0,139.638
139.638,167.224,162.131,92.4492,155.039,14.0713,10,0,158.253
158.253,139.638,167.224,162.131,146.975,9.91376,11,0,143.034
143.034,158.253,139.638,167.224,156.601,12.8204,12,0,168.514
168.514,143.034,158.253,139.638,166.507,22.537,13,0,187.974
187.974,168.514,143.034,158.253,180.618,10.5631,14,0,185.367
185.367,187.974,168.514,143.034,185.966,1.78555,15,0,184.556
184.556,185.367,187.974,168.514,181.78,5.52543,16,0,175.417
175.417,184.556,185.367,187.974,177.494,6.28713,17,0,172.507
