avle_plus_normalized,ndvi_mean_t2,loss_area_ha_log,delta_ndvi_mean,delta_ndvi_std,temporal_factor_mean,label_id,label_name
0.867598,0.193168,4.40885,0.421679,0.254112,0.76088,3,critical_afforestation
0.758372,0.768308,3.52495,0.635321,0.0949755,0.0568014,3,critical_afforestation
0.992247,0.389518,3.12794,0.376158,0.240513,0.925536,3,critical_afforestation
0.754361,0.246497,3.92593,0.576258,0.0621709,0.348387,2,assisted_regeneration
0.852179,0.581458,1.59708,0.0531871,0.165966,0.29614,3,critical_afforestation
0.832366,0.786066,0.843033,0.221401,0.0472619,0.518015,1,targeted_replanting
0.730266,0.847942,4.28585,0.340357,0.113021,0.59794,0,monitoring_only
0.801802,0.815429,4.41244,0.265883,0.0519904,0.169195,3,critical_afforestation
0.934683,0.805642,3.5693,0.0265666,0.222038,0.140687,3,critical_afforestation
0.475207,0.378441,3.14851,0.395471,0.166154,0.200234,2,assisted_regeneration
0.638287,0.504337,4.47388,0.212196,0.0129891,0.743617,3,critical_afforestation
0.51494,0.397047,1.34421,0.357729,0.26477,0.933156,2,assisted_regeneration
0.851037,0.837809,2.96699,0.690982,0.207309,0.208998,3,critical_afforestation
0.43136,0.174261,4.3638,0.0939319,0.00490042,0.119896,0,monitoring_only
0.819727,0.543456,3.88998,0.402448,0.246953,0.949015,3,critical_afforestation
0.799355,0.297525,2.81884,0.296489,0.0917083,0.794332,3,critical_afforestation
0.961886,0.780299,5.81726,0.244788,0.0199826,0.786953,3,critical_afforestation
0.248921,0.371375,2.01514,0.314841,0.0400375,0.618528,0,monitoring_only
0.70962,0.790947,4.31028,0.0958743,0.285843,0.699097,0,monitoring_only
0.75692,0.842434,3.64733,0.455813,0.190618,0.321473,3,critical_afforestation
0.936279,0.237574,3.23913,0.354538,0.295577,0.266131,3,critical_afforestation
0.906902,0.703402,1.85089,0.712436,0.286806,0.531153,3,critical_afforestation
0.573526,0.379983,2.15528,0.0420993,0.0700556,0.912383,2,assisted_regeneration
0.579153,0.422621,3.19435,0.560196,0.0757838,0.125483,2,assisted_regeneration
0.167291,0.319505,2.05176,0.0303587,0.217214,0.46914,0,monitoring_only
0.974963,0.593333,4.47875,0.372631,0.13175,0.49222,3,critical_afforestation
0.255017,0.374534,3.91986,0.280096,0.0383142,0.353722,0,monitoring_only
0.724736,0.692493,4.08281,0.173741,0.102069,0.622935,3,critical_afforestation
0.795795,0.722794,4.99361,0.788251,0.00328933,0.625696,3,critical_afforestation
0.441216,0.416106,3.85522,0.41872,0.0929388,0.181808,0,monitoring_only
0.211194,0.103795,2.10508,0.731309,0.10401,0.86831,0,monitoring_only
0.18896,0.152865,3.47508,0.443982,0.036029,0.040688,0,monitoring_only
0.856496,0.31905,2.16586,0.7699,0.180524,0.0843377,2,assisted_regeneration
0.510756,0.863099,4.07863,0.761048,0.0790316,0.291534,2,assisted_regeneration
0.090137,0.415047,3.91376,0.0546482,0.265952,0.200783,0,monitoring_only
0.717019,0.695388,2.71178,0.219201,0.297297,0.14613,3,critical_afforestation
0.250171,0.848862,3.46344,0.727123,0.0635124,0.54833,0,monitoring_only
0.876395,0.373343,1.14288,0.25854,0.293015,0.502367,3,critical_afforestation
0.309572,0.549032,4.0084,0.388129,0.0758128,0.834071,0,monitoring_only
0.200271,0.781857,3.63138,0.17562,0.0515176,0.557701,0,monitoring_only
0.0848584,0.591838,2.50985,0.667779,0.143883,0.846661,0,monitoring_only
0.511531,0.189776,3.79503,0.271755,0.0807817,0.96447,2,assisted_regeneration
0.450738,0.715662,3.97163,0.470012,0.133819,0.171583,2,assisted_regeneration
0.751312,0.823274,3.22379,0.390973,0.0582298,0.390033,3,critical_afforestation
0.464603,0.715021,1.52352,0.514651,0.209701,0.0142631,1,targeted_replanting
0.343816,0.702031,1.60235,0.522657,0.279815,0.768931,1,targeted_replanting
0.261655,0.704557,2.95413,0.15322,0.270203,0.954221,0,monitoring_only
0.278147,0.590031,4.60787,0.192688,0.224371,0.267473,0,monitoring_only
0.927848,0.298248,4.39371,0.255248,0.207398,0.838228,3,critical_afforestation
0.165079,0.828671,0.0953102,0.635136,0.269439,0.962525,1,targeted_replanting
0.988176,0.203126,1.84055,0.330899,0.0613987,0.459915,3,critical_afforestation
0.326919,0.761837,4.69249,0.501315,0.194746,0.229665,0,monitoring_only
0.0883902,0.387499,3.0109,0.294215,0.0656594,0.700316,2,assisted_regeneration
0.24869,0.639056,4.36008,0.00128619,0.221408,0.438148,0,monitoring_only
0.0584144,0.744078,3.38541,0.432621,0.266522,0.890294,0,monitoring_only
0.79003,0.738871,2.94531,0.288012,0.11325,0.356481,3,critical_afforestation
0.512553,0.228914,4.13522,0.667989,0.107947,0.47474,2,assisted_regeneration
0.336987,0.588734,2.12815,0.665624,0.244652,0.411108,1,targeted_replanting
0.66205,0.27165,2.98171,0.522271,0.175243,0.807205,3,critical_afforestation
0.630647,0.189683,3.34814,0.0800717,0.247189,0.828295,2,assisted_regeneration
0.939872,0.510849,4.38777,0.52008,0.113601,0.501152,3,critical_afforestation
0.96126,0.890022,4.27647,0.356888,0.0672324,0.473991,3,critical_afforestation
0.680684,0.885331,3.7066,0.760563,0.137144,0.934881,2,assisted_regeneration
0.817816,0.558721,3.19034,0.413265,0.21043,0.00904667,0,monitoring_only
0.792425,0.717739,1.77851,0.210662,0.194811,0.371689,3,critical_afforestation
0.491304,0.299742,3.92515,0.481169,0.0651363,0.645161,2,assisted_regeneration
0.704458,0.27949,3.44881,0.437808,0.219279,0.70424,2,assisted_regeneration
0.078259,0.665219,1.90957,0.290247,0.0213282,0.698208,1,targeted_replanting
0.758021,0.7288,2.62417,0.555718,0.256502,0.971673,3,critical_afforestation
0.961833,0.69347,4.30015,0.399893,0.0717069,0.461591,3,critical_afforestation
0.0849748,0.183606,2.24347,0.362082,0.0168886,0.492708,0,monitoring_only
0.836116,0.385018,4.04099,0.774069,0.280718,0.575623,3,critical_afforestation
0.93298,0.135344,4.34844,0.426638,0.242178,0.0780277,3,critical_afforestation
0.226189,0.72893,3.89696,0.396435,0.129166,0.304845,0,monitoring_only
0.524811,0.349397,2.95386,0.650414,0.215211,0.931938,2,assisted_regeneration
0.927858,0.443788,2.7773,0.596144,0.215712,0.225444,3,critical_afforestation
0.960226,0.563111,2.80099,0.109113,0.186838,0.480777,3,critical_afforestation
0.127882,0.100442,2.09237,0.407451,0.109053,0.394724,0,monitoring_only
0.349004,0.383296,3.49765,0.259215,0.0968043,0.815004,0,monitoring_only
0.698145,0.681826,3.3187,0.514527,0.24796,0.110312,2,assisted_regeneration
0.221558,0.328852,3.286,0.298145,0.101769,0.223759,0,monitoring_only
0.324771,0.556382,3.83373,0.510037,0.298551,0.987664,0,monitoring_only
0.0232911,0.881737,1.95839,0.390291,0.256505,0.465049,1,targeted_replanting
0.153522,0.194525,2.77438,0.387744,0.0927028,0.58992,0,monitoring_only
0.562329,0.314593,3.96794,0.765616,0.126661,0.132642,2,assisted_regeneration
0.65309,0.647173,4.85151,0.7279,0.0558937,0.0734963,2,assisted_regeneration
0.648912,0.578702,4.11139,0.787723,0.16727,0.67731,2,assisted_regeneration
0.77836,0.882403,4.88528,0.517553,0.0773809,0.294306,0,monitoring_only
0.415281,0.127682,4.60728,0.569887,0.214929,0.415386,2,assisted_regeneration
0.273491,0.802395,5.5597,0.153544,0.197594,0.265342,0,monitoring_only
0.0155807,0.490836,4.53835,0.0546886,0.0729221,0.101395,0,monitoring_only
0.20663,0.281519,3.57265,0.191181,0.102892,0.455095,0,monitoring_only
0.312388,0.502691,4.54741,0.274653,0.292478,0.816111,0,monitoring_only
0.178207,0.429757,3.85526,0.0653773,0.209125,0.918913,0,monitoring_only
0.0201445,0.243468,4.7608,0.34951,0.141209,0.430905,0,monitoring_only
0.157448,0.275517,3.08043,0.331758,0.128586,0.248245,0,monitoring_only
0.6661,0.330513,3.45954,0.488176,0.230551,0.950288,2,assisted_regeneration
0.629585,0.541759,0.944519,0.700764,0.254299,0.558777,1,targeted_replanting
0.935684,0.166479,4.10889,0.7206,0.215472,0.690246,2,assisted_regeneration
0.798168,0.171076,2.26398,0.515412,0.215396,0.857624,2,assisted_regeneration
0.567756,0.365397,4.87854,0.725491,0.0235408,0.596864,2,assisted_regeneration
0.137556,0.665833,3.4983,0.177518,0.258637,0.99878,0,monitoring_only
0.564072,0.882644,0.718029,0.438801,0.199828,0.145016,1,targeted_replanting
0.0615951,0.109603,4.49436,0.71405,0.131577,0.957791,0,monitoring_only
0.430885,0.877873,4.02803,0.748705,0.129558,0.0732277,2,assisted_regeneration
0.390259,0.648833,3.73098,0.796167,0.165083,0.831055,2,assisted_regeneration
0.427814,0.820789,4.35435,0.647676,0.0352966,0.129798,2,assisted_regeneration
0.279826,0.529071,3.2731,0.0538996,0.0148276,0.753309,0,monitoring_only
0.68583,0.470351,1.97198,0.630436,0.0286238,0.911393,3,critical_afforestation
0.840944,0.728128,1.58758,0.0948879,0.0683556,0.299651,1,targeted_replanting
0.768517,0.540889,3.07042,0.648662,0.126173,0.695876,3,critical_afforestation
0.627752,0.817892,5.26176,0.130744,0.147832,0.462148,3,critical_afforestation
0.538345,0.814451,4.70142,0.587684,0.29368,0.903825,2,assisted_regeneration
0.0310842,0.524364,3.20513,0.681801,0.122932,0.562739,0,monitoring_only
0.722934,0.559012,3.27658,0.109902,0.288343,0.47133,3,critical_afforestation
0.544983,0.46502,2.73701,0.0196754,0.120846,0.580037,3,critical_afforestation
0.270741,0.651525,3.77503,0.610019,0.25792,0.164079,0,monitoring_only
0.327842,0.645885,2.13951,0.457131,0.289056,0.488211,1,targeted_replanting
0.935607,0.620475,2.93575,0.278591,0.18701,0.0463803,3,critical_afforestation
0.624362,0.14988,2.82955,0.308733,0.0396353,0.840802,2,assisted_regeneration
0.475912,0.870866,2.65203,0.0723224,0.163816,0.414045,0,monitoring_only
0.620922,0.368482,2.15603,0.605054,0.145527,0.340235,2,assisted_regeneration
0.413742,0.296973,2.8296,0.719655,0.264726,0.219074,2,assisted_regeneration
0.470182,0.26884,4.5392,0.136597,0.00776563,0.831574,0,monitoring_only
0.290309,0.155427,4.08389,0.442992,0.289844,0.87263,2,assisted_regeneration
0.439853,0.465631,2.2554,0.610791,0.240167,0.208326,2,assisted_regeneration
0.685592,0.133253,2.63523,0.254417,0.232172,0.880196,3,critical_afforestation
0.0399419,0.228724,4.36791,0.755128,0.220004,0.4918,0,monitoring_only
0.795027,0.10422,3.0477,0.238547,0.104833,0.45735,3,critical_afforestation
0.28298,0.239745,3.75901,0.782917,0.0251213,0.0641161,2,assisted_regeneration
0.68256,0.896196,3.45262,0.0855428,0.298717,0.990351,0,monitoring_only
0.642725,0.533163,4.1869,0.0448083,0.235848,0.911969,0,monitoring_only
0.652628,0.153719,2.87231,0.391235,0.113531,0.890586,2,assisted_regeneration
0.608129,0.551317,1.80522,0.0184894,0.212848,0.783739,3,critical_afforestation
0.959102,0.580633,2.41593,0.634307,0.0303073,0.560653,3,critical_afforestation
0.508344,0.538181,4.61445,0.581843,0.148344,0.322174,2,assisted_regeneration
0.732319,0.36879,2.18717,0.00781175,0.183582,0.602794,2,assisted_regeneration
0.705449,0.625793,3.80783,0.0714605,0.267435,0.0305874,3,critical_afforestation
0.236268,0.214087,3.31303,0.366025,0.0115872,0.695109,2,assisted_regeneration
0.283306,0.27565,0.825989,0.777371,0.017307,0.574093,0,monitoring_only
0.424017,0.895777,5.07817,0.66115,0.169249,0.138662,2,assisted_regeneration
0.277698,0.43247,3.71659,0.287263,0.227887,0.0736377,0,monitoring_only
0.366743,0.218233,3.83258,0.250835,0.0742569,0.629,0,monitoring_only
0.390961,0.27362,4.50406,0.582811,0.122971,0.0416829,2,assisted_regeneration
0.603865,0.679306,2.73884,0.243313,0.116287,0.424624,3,critical_afforestation
0.21989,0.193,3.62421,0.562373,0.216044,0.377255,0,monitoring_only
0.804292,0.383183,5.12744,0.0335756,0.141432,0.521529,2,assisted_regeneration
0.437536,0.362717,3.67188,0.659855,0.0324098,0.499962,2,assisted_regeneration
0.706244,0.282385,4.31524,0.148133,0.277052,0.808293,2,assisted_regeneration
0.0814425,0.48147,3.9718,0.290752,0.234599,0.70798,0,monitoring_only
0.469965,0.188102,2.51451,0.571278,0.0590649,0.38152,2,assisted_regeneration
0.0282195,0.465254,6.01737,0.174814,0.0179827,0.292777,0,monitoring_only
0.67591,0.126096,3.23993,0.798069,0.188077,0.215087,2,assisted_regeneration
0.34371,0.876274,4.28793,0.275062,0.27651,0.51287,0,monitoring_only
0.949253,0.583899,3.84895,0.451106,0.00437947,0.0944008,3,critical_afforestation
0.324124,0.160056,4.11131,0.68778,0.199859,0.253946,0,monitoring_only
0.563806,0.25258,2.88512,0.778799,0.223417,0.647497,2,assisted_regeneration
0.257388,0.68916,4.01609,0.723582,0.0385757,0.208857,0,monitoring_only
0.620113,0.685337,2.84504,0.730394,0.173955,0.387055,2,assisted_regeneration
0.467042,0.391987,3.00983,0.581879,0.0103284,0.455703,2,assisted_regeneration
0.370628,0.21875,2.8785,0.0808798,0.0735885,0.904429,0,monitoring_only
0.203689,0.528742,1.88763,0.19343,0.0187103,0.400211,1,targeted_replanting
0.111521,0.321118,4.64993,0.540993,0.105031,0.989011,0,monitoring_only
0.119879,0.177447,4.91999,0.522737,0.180789,0.10222,0,monitoring_only
0.99904,0.376799,0.111263,0.508008,0.0211254,0.999137,3,critical_afforestation
0.412311,0.70081,2.35296,0.100364,0.25415,0.367305,1,targeted_replanting
0.00192971,0.383312,4.37568,0.207966,0.0204927,0.867437,0,monitoring_only
0.952929,0.132624,0.281936,0.500594,0.215392,0.856954,3,critical_afforestation
0.0199799,0.196318,5.33892,0.375068,0.175394,0.353935,0,monitoring_only
0.418586,0.577077,4.77043,0.507995,0.0765263,0.470981,2,assisted_regeneration
0.717478,0.517722,3.44944,0.199394,0.122253,0.361228,3,critical_afforestation
0.914599,0.63989,1.38544,0.427338,0.172539,0.969745,3,critical_afforestation
0.712886,0.5574,2.22864,0.0217523,0.212232,0.478828,3,critical_afforestation
0.463626,0.497783,5.13287,0.0371956,0.0305475,0.933919,3,critical_afforestation
0.974442,0.480096,3.72649,0.242981,0.022704,0.410523,3,critical_afforestation
0.0393194,0.86923,3.88856,0.00992407,0.0907713,0.395809,0,monitoring_only
0.986892,0.789832,4.5648,0.32238,0.00528609,0.28087,3,critical_afforestation
0.849392,0.406303,4.62618,0.252466,0.226813,0.624297,0,monitoring_only
0.92893,0.622777,4.12827,0.398953,0.0248008,0.230623,3,critical_afforestation
0.254772,0.116346,3.19871,0.0751704,0.222791,0.930728,0,monitoring_only
0.142458,0.116761,3.58818,0.360685,0.168118,0.704088,0,monitoring_only
0.663315,0.354858,3.45503,0.134601,0.207898,0.388132,0,monitoring_only
0.515859,0.703814,4.20562,0.349079,0.024813,0.983209,0,monitoring_only
0.523168,0.840367,1.29376,0.15947,0.0312267,0.92346,1,targeted_replanting
0.924619,0.646381,4.35829,0.529744,0.268497,0.262993,3,critical_afforestation
0.620081,0.665112,5.04785,0.156226,0.253693,0.883211,0,monitoring_only
0.311064,0.125695,3.04475,0.0271501,0.16016,0.18078,0,monitoring_only
0.400067,0.844127,4.33225,0.78446,0.0011578,0.703941,2,assisted_regeneration
0.133496,0.169435,1.11209,0.556015,0.0216539,0.369226,0,monitoring_only
0.192314,0.857527,4.97992,0.620272,0.0427696,0.826255,0,monitoring_only
0.14335,0.213365,3.07423,0.0406509,0.13318,0.219696,0,monitoring_only
0.810291,0.126708,3.37869,0.527199,0.25108,0.269208,3,critical_afforestation
0.704873,0.550888,3.89459,0.424827,0.00187955,0.908215,0,monitoring_only
0.530345,0.190919,2.99659,0.735916,0.20717,0.741726,2,assisted_regeneration
0.374368,0.123052,3.33103,0.556893,0.239835,0.613865,3,critical_afforestation
0.668494,0.634262,3.45144,0.164654,0.222609,0.501107,0,monitoring_only
0.812905,0.690606,2.70725,0.128811,0.0923348,0.776006,3,critical_afforestation
0.881233,0.334353,0.397801,0.181368,0.18902,0.623031,3,critical_afforestation
0.547016,0.526807,2.79409,0.486189,0.162666,0.731896,2,assisted_regeneration
0.819885,0.568836,3.1631,0.355644,0.209458,0.296583,0,monitoring_only
0.511306,0.228678,4.34113,0.765769,0.218641,0.873402,2,assisted_regeneration
0.47453,0.452051,0.998236,0.601366,0.273994,0.587828,2,assisted_regeneration
0.865432,0.609575,3.53922,0.0954595,0.286898,0.508737,0,monitoring_only
0.386374,0.808554,1.97724,0.760419,0.0655914,0.296602,1,targeted_replanting
0.395913,0.43509,3.51729,0.60591,0.288569,0.188273,2,assisted_regeneration
0.304911,0.659467,3.04126,0.0222465,0.232598,0.909692,0,monitoring_only
0.518702,0.501345,0.487129,0.722016,0.175431,0.959036,1,targeted_replanting
0.54485,0.665668,4.16107,0.5251,0.0142457,0.765307,2,assisted_regeneration
0.660461,0.731188,4.04758,0.294567,0.0488315,0.307753,0,monitoring_only
0.430502,0.524441,2.90654,0.0446829,0.0463374,0.40218,0,monitoring_only
0.217837,0.148882,3.53665,0.642908,0.109,0.0480757,0,monitoring_only
0.866842,0.800323,4.52116,0.170493,0.17352,0.136516,0,monitoring_only
0.346001,0.580795,3.94245,0.37712,0.0141852,0.0596658,0,monitoring_only
0.922943,0.580514,4.42777,0.764264,0.0354468,0.70681,3,critical_afforestation
0.207353,0.507572,3.95501,0.60801,0.169236,0.6248,0,monitoring_only
0.560057,0.239177,4.78739,0.444754,0.0798512,0.511533,0,monitoring_only
0.536615,0.488939,1.458,0.301992,0.148944,0.0167,0,monitoring_only
0.828648,0.529459,3.40158,0.528182,0.165965,0.919577,3,critical_afforestation
0.138851,0.407012,4.38741,0.480579,0.160813,0.988389,0,monitoring_only
0.909937,0.219282,3.75555,0.196022,0.0285471,0.314309,2,assisted_regeneration
0.531428,0.70979,4.22126,0.641292,0.156238,0.769284,3,critical_afforestation
0.586109,0.465272,3.67718,0.0955279,0.169477,0.433053,0,monitoring_only
0.510166,0.660529,4.95461,0.169225,0.132199,0.0616641,0,monitoring_only
0.0360249,0.137584,3.60211,0.115061,0.222872,0.11079,0,monitoring_only
0.497091,0.503503,2.47667,0.486486,0.0320445,0.0874675,2,assisted_regeneration
0.26355,0.159024,5.10262,0.0289316,0.220943,0.991676,0,monitoring_only
0.342688,0.686831,2.77791,0.765589,0.272145,0.00643267,0,monitoring_only
0.649102,0.564769,4.10278,0.499549,0.221261,0.189413,3,critical_afforestation
0.497697,0.461113,1.60953,0.720372,0.222022,0.893291,2,assisted_regeneration
0.0932182,0.878274,1.64673,0.0982763,0.15163,0.582504,1,targeted_replanting
0.0730413,0.360813,4.85674,0.168125,0.262881,0.298796,0,monitoring_only
0.185658,0.438312,3.43837,0.603058,0.264514,0.12981,0,monitoring_only
0.190885,0.690024,5.00245,0.675296,0.110132,0.660972,0,monitoring_only
0.608301,0.520041,3.43169,0.215201,0.174164,0.0825505,0,monitoring_only
0.177814,0.626817,3.97508,0.578344,0.120509,0.589043,0,monitoring_only
0.881719,0.881024,4.14357,0.675683,0.0671898,0.513455,3,critical_afforestation
0.209761,0.656541,3.86209,0.24103,0.0329459,0.0957697,0,monitoring_only
0.0911314,0.220567,2.51144,0.279657,0.149975,0.31346,0,monitoring_only
0.875746,0.267478,2.64062,0.326789,0.115411,0.346816,3,critical_afforestation
0.295328,0.795885,3.65163,0.608351,0.0672666,0.915959,0,monitoring_only
0.425423,0.138379,2.50178,0.284494,0.212682,0.82409,0,monitoring_only
0.959026,0.507341,5.05623,0.085356,0.1607,0.69988,0,monitoring_only
0.944369,0.824764,4.07338,0.448027,0.175013,0.484144,3,critical_afforestation
0.714917,0.720982,1.13226,0.0432848,0.18329,0.790318,1,targeted_replanting
0.0689389,0.192534,2.20997,0.446575,0.0584069,0.696179,0,monitoring_only
0.59334,0.692372,4.71254,0.238851,0.150285,0.790369,0,monitoring_only
0.989078,0.405655,3.62178,0.550981,0.177078,0.348076,3,critical_afforestation
0.946916,0.821028,3.72633,0.146764,0.0376961,0.0556885,3,critical_afforestation
0.106002,0.558236,4.12492,0.598115,0.294474,0.221259,0,monitoring_only
0.395967,0.539018,4.98269,0.742777,0.149219,0.512517,2,assisted_regeneration
0.315537,0.106969,2.77441,0.594584,0.0172008,0.884697,2,assisted_regeneration
0.129728,0.299725,3.5939,0.240433,0.29126,0.212257,0,monitoring_only
0.694798,0.430203,3.5654,0.435064,0.231812,0.591164,0,monitoring_only
0.273848,0.679135,2.01359,0.671046,0.184097,0.99773,1,targeted_replanting
0.344866,0.51604,3.70225,0.630517,0.148969,0.643011,0,monitoring_only
0.0903589,0.782031,3.78622,0.0442927,0.194741,0.16453,0,monitoring_only
0.497968,0.12748,3.1664,0.0492389,0.198959,0.832099,2,assisted_regeneration
0.158168,0.358311,0.800828,0.0885946,0.143779,0.743597,0,monitoring_only
0.43209,0.578072,4.05582,0.367136,0.0909682,0.48426,0,monitoring_only
0.143342,0.627005,2.36588,0.14425,0.0093756,0.927331,1,targeted_replanting
0.95385,0.501927,4.21256,0.560714,0.268306,0.0816724,3,critical_afforestation
0.144983,0.419082,4.60316,0.718155,0.0157015,0.338775,0,monitoring_only
0.521887,0.157245,1.67216,0.0176896,0.174435,0.0516573,2,assisted_regeneration
0.19698,0.656994,3.6217,0.594867,0.113481,0.729632,0,monitoring_only
0.0763618,0.822981,5.59052,0.0300184,0.0114297,0.0309672,0,monitoring_only
0.202309,0.74707,5.49402,0.0621124,0.222618,0.582909,0,monitoring_only
0.0547741,0.660984,3.12146,0.346403,0.0781804,0.973201,0,monitoring_only
0.139397,0.607329,5.38625,0.799621,0.20158,0.76204,0,monitoring_only
0.493484,0.717633,4.55264,0.237468,0.137344,0.868335,0,monitoring_only
0.651816,0.721385,4.9564,0.409649,0.245262,0.40139,0,monitoring_only
0.0873398,0.105552,4.55192,0.781977,0.188466,0.185358,0,monitoring_only
0.441019,0.386279,3.88099,0.503588,0.107007,0.222958,2,assisted_regeneration
0.581247,0.794443,3.64556,0.291237,0.21295,0.271557,0,monitoring_only
0.234226,0.780627,2.95384,0.261897,0.206531,0.192472,0,monitoring_only
0.372078,0.667964,2.64813,0.225466,0.139068,0.213068,0,monitoring_only
0.0718349,0.347256,4.75355,0.0658992,0.249055,0.52975,0,monitoring_only
0.220131,0.73833,0.825748,0.0831037,0.27857,0.508412,1,targeted_replanting
0.466753,0.285244,4.37944,0.584524,0.0947737,0.402072,2,assisted_regeneration
0.990442,0.279279,1.42101,0.444957,0.057684,0.610171,3,critical_afforestation
0.996265,0.528587,3.75147,0.103381,0.0780234,0.0417208,3,critical_afforestation
0.979622,0.557073,3.79782,0.322211,0.0953379,0.137626,3,critical_afforestation
0.423086,0.381063,4.19954,0.187173,0.136463,0.645261,2,assisted_regeneration
0.0806804,0.58302,4.16226,0.335661,0.0122924,0.396608,0,monitoring_only
0.323573,0.66729,4.26894,0.498984,0.0399532,0.93317,0,monitoring_only
0.237714,0.244174,3.86694,0.0987258,0.130449,0.0368584,0,monitoring_only
0.0141266,0.330892,4.27553,0.575304,0.192959,0.862033,0,monitoring_only
0.0952336,0.659871,5.15363,0.0311841,0.257658,0.305594,0,monitoring_only
0.453192,0.841801,3.94715,0.00847517,0.029541,0.595107,0,monitoring_only
0.339662,0.807554,4.17998,0.677676,0.0207762,0.413759,0,monitoring_only
0.180354,0.203718,4.43232,0.570087,0.127847,0.611852,0,monitoring_only
0.7161,0.55578,3.16562,0.0670627,0.0279913,0.0371321,0,monitoring_only
0.357116,0.74014,4.33662,0.0487868,0.0472301,0.130415,0,monitoring_only
0.851868,0.289861,1.95082,0.662479,0.0292472,0.526211,2,assisted_regeneration
0.240977,0.614553,4.52387,0.0719593,0.125249,0.744079,0,monitoring_only
0.538393,0.44211,5.34508,0.595395,0.17252,0.448051,2,assisted_regeneration
0.184139,0.630185,3.12143,0.499378,0.146156,0.936347,0,monitoring_only
0.495301,0.125685,3.20818,0.672792,0.174733,0.527216,2,assisted_regeneration
0.152467,0.350362,2.41178,0.362558,0.256187,0.225974,0,monitoring_only
0.161579,0.345862,4.2807,0.462374,0.192376,0.665485,0,monitoring_only
0.612223,0.434939,3.14249,0.110112,0.0596251,0.105164,0,monitoring_only
0.263786,0.19163,5.04549,0.707745,0.101218,0.821634,0,monitoring_only
0.172367,0.449295,3.83679,0.288559,0.166163,0.237015,0,monitoring_only
0.929768,0.533199,4.63842,0.181358,0.174011,0.888615,3,critical_afforestation
0.0430032,0.121327,3.45906,0.0238808,0.226642,0.291609,0,monitoring_only
0.565148,0.340732,3.2277,0.362465,0.166055,0.600368,0,monitoring_only
0.548264,0.241833,2.19774,0.00125718,0.164778,0.415692,0,monitoring_only
0.250609,0.87773,2.92178,0.494084,0.0201501,0.169703,0,monitoring_only
0.452772,0.204173,2.80214,0.590705,0.118433,0.788023,2,assisted_regeneration
0.0877378,0.601932,4.29567,0.0895552,0.033287,0.920803,0,monitoring_only
0.72127,0.421482,3.78247,0.372759,0.123357,0.239846,0,monitoring_only
0.221697,0.329865,1.1337,0.368187,0.0847594,0.467738,0,monitoring_only
0.193385,0.783261,4.49825,0.109134,0.205537,0.710806,0,monitoring_only
0.314878,0.63127,3.93555,0.407646,0.0316164,0.19201,0,monitoring_only
0.90237,0.596242,4.19305,0.526777,0.179874,0.724834,3,critical_afforestation
0.796467,0.174926,0.680378,0.562643,0.270972,0.500273,3,critical_afforestation
0.946892,0.307175,4.89065,0.102655,0.110791,0.863265,2,assisted_regeneration
0.651962,0.321194,0.698444,0.582809,0.0833253,0.153699,2,assisted_regeneration
0.662921,0.447504,5.30517,0.530199,0.218999,0.978825,2,assisted_regeneration
0.480031,0.837174,1.73974,0.12102,0.265574,0.75244,1,targeted_replanting
0.905186,0.422922,4.58444,0.158458,0.26984,0.902919,0,monitoring_only
0.510877,0.362417,4.43963,0.2583,0.228642,0.523581,0,monitoring_only
0.35506,0.156749,1.32255,0.587488,0.114834,0.0430084,2,assisted_regeneration
0.640375,0.407966,3.97246,0.262345,0.0798789,0.162924,3,critical_afforestation
0.546139,0.141886,3.53247,0.605151,0.162911,0.522966,3,critical_afforestation
0.12402,0.392164,2.20542,0.536019,0.186215,0.391695,0,monitoring_only
0.392725,0.874228,3.20144,0.584707,0.00590953,0.0735995,2,assisted_regeneration
0.313325,0.544849,3.62927,0.0593279,0.0971429,0.577339,0,monitoring_only
0.846834,0.267096,1.83753,0.354123,0.110068,0.443957,3,critical_afforestation
0.378843,0.339376,4.28545,0.136608,0.127448,0.854286,2,assisted_regeneration
0.821555,0.55688,4.15452,0.0625393,0.028591,0.804685,3,critical_afforestation
0.44239,0.115428,2.94224,0.235067,0.274164,0.716659,0,monitoring_only
0.753501,0.819657,4.26502,0.513197,0.282978,0.710984,3,critical_afforestation
0.135282,0.56251,3.40713,0.579885,0.256919,0.918999,0,monitoring_only
0.92465,0.493827,4.02043,0.724925,0.251299,0.638219,3,critical_afforestation
0.48056,0.672987,3.18158,0.575671,0.0384791,0.300395,2,assisted_regeneration
0.259798,0.260209,0.43128,0.0677278,0.241776,0.0116767,0,monitoring_only
0.24149,0.117315,2.81581,0.565737,0.106621,0.39757,2,assisted_regeneration
0.265077,0.592177,3.44636,0.0676012,0.0476341,0.928816,0,monitoring_only
0.366724,0.228002,4.12282,0.663945,0.200654,0.645582,2,assisted_regeneration
0.71752,0.109792,4.50498,0.0300601,0.237457,0.118912,2,assisted_regeneration
0.949603,0.843133,4.09794,0.440182,0.0749126,0.910278,3,critical_afforestation
0.669037,0.730735,4.61064,0.655767,0.0563889,0.446533,3,critical_afforestation
0.547166,0.191361,3.9271,0.290826,0.036093,0.0582376,0,monitoring_only
0.448598,0.817081,3.96062,0.333083,0.22475,0.816982,0,monitoring_only
